Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
114.9166,128.145225,37.953703,11229.5501088,-0.004,58.019,14.536,1.0
114.9333,128.145233,37.953728,11231.846472000001,-0.004,58.121,14.536,1.0
114.95,128.145242,37.953753,11234.1467976,-0.004,58.222,14.536,1.0
114.9666,128.14525,37.953778,11236.450476000002,-0.003,58.323,14.536,1.0
114.9833,128.145258,37.953803,11238.757812000002,-0.003,58.424,14.537,1.0
115.0,128.145266,37.953828,11241.0688056,-0.003,58.524,14.537,1.0
115.0166,128.145275,37.953853,11243.383456800002,-0.002,58.625,14.537,1.0
115.0333,128.145283,37.953878,11245.701460799999,-0.002,58.725,14.537,1.0
115.05,128.145291,37.953903,11248.023122400002,-0.002,58.826,14.537,1.0
115.0666,128.145299,37.953928,11250.348136800001,-0.001,58.926,14.537,1.0
115.0833,128.145307,37.953953,11252.6768088,-0.001,59.025,14.537,1.0
115.1,128.145316,37.953978,11255.0088336,-0.001,59.125,14.537,1.0
115.1166,128.145324,37.954002,11257.344516,-0.001,59.225,14.537,1.0
115.1333,128.145332,37.954027,11259.6832464,0.0,59.324,14.537,1.0
115.15,128.14534,37.954052,11262.0256344,0.0,59.424,14.537,1.0
115.1666,128.145348,37.954076,11264.3713752,0.0,59.523,14.537,1.0
115.1833,128.145356,37.954101,11266.7204688,0.0,59.622,14.537,1.0
115.2,128.145364,37.954125,11269.0729152,0.0,59.721,14.537,1.0
115.2166,128.145372,37.954149,11271.428714399999,0.0,59.819,14.537,1.0
115.2333,128.14538,37.954174,11273.7875616,0.0,59.918,14.537,1.0
115.25,128.145388,37.954198,11276.150066400001,0.001,60.016,14.537,1.0
115.2666,128.145396,37.954222,11278.515619200001,0.001,60.115,14.537,1.0
115.2833,128.145404,37.954246,11280.8845248,0.001,60.213,14.538,1.0
115.3,128.145412,37.95427,11283.2564784,0.002,60.311,14.538,1.0
115.3166,128.14542,37.954294,11285.631784800002,0.002,60.409,14.538,1.0
115.3333,128.145428,37.954318,11288.010139200002,0.002,60.507,14.538,1.0
115.35,128.145435,37.954342,11290.391846400002,0.002,60.605,14.538,1.0
115.3666,128.145443,37.954366,11292.7766016,0.002,60.702,14.538,1.0
115.3833,128.145451,37.95439,11295.1644048,0.003,60.8,14.538,1.0
115.4,128.145459,37.954414,11297.555256000001,0.003,60.897,14.538,1.0
115.4166,128.145467,37.954438,11299.94946,0.003,60.994,14.538,1.0
115.4333,128.145475,37.954461,11302.346712,0.003,61.091,14.538,1.0
115.45,128.145482,37.954485,11304.7467072,0.003,61.188,14.538,1.0
115.4666,128.14549,37.954508,11307.150055200002,0.004,61.285,14.538,1.0
115.4833,128.145498,37.954532,11309.5561464,0.004,61.382,14.538,1.0
115.5,128.145506,37.954555,11311.965285600001,0.004,61.478,14.538,1.0
115.5166,128.145513,37.954579,11314.3774728,0.004,61.575,14.538,1.0
115.5333,128.145521,37.954602,11316.792708,0.004,61.671,14.538,1.0
115.55,128.145529,37.954625,11319.2106864,0.004,61.767,14.537,1.0
115.5666,128.145536,37.954649,11321.631712800001,0.004,61.863,14.537,1.0
