Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.914631,9120.9461472,0.0,-0.002,0.0,1.0
0.0166,128.181881,37.914668,9120.955596,0.0,-0.007,0.0,1.0
0.0333,128.181881,37.914706,9120.9619968,0.046,-0.015,0.008,1.0
0.05,128.181881,37.914743,9120.9659592,0.139,-0.026,0.026,1.0
0.0666,128.181881,37.91478,9120.9668736,0.28,-0.039,0.05,1.0
0.0833,128.181881,37.914817,9120.96474,0.468,-0.055,0.08,1.0
0.1,128.181881,37.914855,9120.958644,0.706,-0.072,0.114,1.0
0.1166,128.181881,37.914892,9120.9488904,0.993,-0.091,0.151,1.0
0.1333,128.181881,37.91493,9120.934869600002,1.328,-0.112,0.191,1.0
0.15,128.181881,37.914967,9120.915972,1.712,-0.133,0.233,1.0
0.1666,128.181881,37.915004,9120.8925024,2.144,-0.155,0.276,1.0
0.1833,128.181881,37.915042,9120.865070400001,2.624,-0.179,0.32,1.0
0.2,128.181881,37.915079,9120.8327616,3.149,-0.203,0.364,1.0
0.2166,128.181881,37.915117,9120.7961856,3.72,-0.229,0.409,1.0
0.2333,128.181881,37.915154,9120.755342400002,4.336,-0.252,0.454,1.0
0.25,128.181881,37.915192,9120.7099272,4.995,-0.274,0.498,1.0
0.2666,128.181881,37.915229,9120.6602448,5.697,-0.294,0.543,1.0
0.2833,128.181881,37.915267,9120.606295200001,6.44,-0.313,0.587,1.0
0.3,128.181881,37.915304,9120.5483832,7.223,-0.332,0.631,1.0
0.3166,128.181881,37.915342,9120.4858992,8.046,-0.35,0.674,1.0
0.3333,128.181881,37.915379,9120.4194528,8.907,-0.363,0.717,1.0
0.35,128.181881,37.915417,9120.349044,9.805,-0.371,0.76,1.0
0.3666,128.181881,37.915455,9120.274368,10.739,-0.375,0.804,1.0
0.3833,128.181881,37.915492,9120.1960344,11.708,-0.376,0.847,1.0
0.4,128.181881,37.91553,9120.113433600001,12.712,-0.375,0.89,1.0
0.4166,128.181881,37.915568,9120.0271752,13.749,-0.372,0.934,1.0
0.4333,128.181881,37.915605,9119.9372592,14.819,-0.361,0.979,1.0
0.45,128.181881,37.915643,9119.8436856,15.92,-0.342,1.026,1.0
0.4666,128.181881,37.915681,9119.7461496,17.052,-0.317,1.074,1.0
0.4833,128.181881,37.915718,9119.645565600002,18.213,-0.288,1.124,1.0
0.5,128.181881,37.915756,9119.5410192,19.404,-0.255,1.176,1.0
0.5166,128.181881,37.915794,9119.433424800001,20.623,-0.219,1.229,1.0
0.5333,128.181881,37.915832,9119.3224776,21.87,-0.174,1.286,1.0
0.55,128.181881,37.915869,9119.208482400001,23.144,-0.12,1.348,1.0
0.5666,128.181881,37.915907,9119.0914392,24.444,-0.058,1.414,1.0
0.5833,128.181881,37.915945,9118.971348,25.77,0.009,1.484,1.0
0.6,128.181881,37.915983,9118.8482088,27.122,0.081,1.558,1.0
0.6166,128.181881,37.916021,9118.7226312,28.498,0.156,1.636,1.0
0.6333,128.181881,37.916059,9118.594310400002,29.898,0.239,1.721,1.0
