Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.920114,4247.7988704,0.0,-0.003,0.0,1.0
0.0166,128.181881,37.920148,4247.8083192,0.0,-0.01,0.0,1.0
0.0333,128.181881,37.920183,4247.81472,0.069,-0.02,0.011,1.0
0.05,128.181881,37.920217,4247.818072800001,0.206,-0.031,0.033,1.0
0.0666,128.181881,37.920252,4247.817768,0.413,-0.043,0.063,1.0
0.0833,128.181881,37.920287,4247.813196,0.69,-0.056,0.099,1.0
0.1,128.181881,37.920321,4247.8034424,1.039,-0.07,0.138,1.0
0.1166,128.181881,37.920356,4247.7885072,1.459,-0.084,0.178,1.0
0.1333,128.181881,37.92039,4247.767476000001,1.947,-0.098,0.22,1.0
0.15,128.181881,37.920425,4247.7397392,2.504,-0.111,0.261,1.0
0.1666,128.181881,37.92046,4247.704992000001,3.126,-0.124,0.303,1.0
0.1833,128.181881,37.920494,4247.6641488000005,3.811,-0.136,0.345,1.0
0.2,128.181881,37.920529,4247.6169048,4.557,-0.149,0.386,1.0
0.2166,128.181881,37.920564,4247.563260000001,5.362,-0.161,0.426,1.0
0.2333,128.181881,37.920598,4247.503824,6.224,-0.172,0.466,1.0
0.25,128.181881,37.920633,4247.437987200001,7.141,-0.182,0.506,1.0
0.2666,128.181881,37.920668,4247.3660544,8.11,-0.192,0.545,1.0
0.2833,128.181881,37.920703,4247.288330400001,9.129,-0.201,0.584,1.0
0.3,128.181881,37.920737,4247.2048152,10.198,-0.21,0.622,1.0
0.3166,128.181881,37.920772,4247.1155088000005,11.313,-0.22,0.659,1.0
0.3333,128.181881,37.920807,4247.020716,12.473,-0.228,0.697,1.0
0.35,128.18188,37.920842,4246.9204368,13.676,-0.236,0.734,1.0
0.3666,128.18188,37.920877,4246.8143664,14.921,-0.244,0.772,1.0
0.3833,128.18188,37.920912,4246.7031144,16.207,-0.251,0.809,1.0
0.4,128.18188,37.920947,4246.5866808,17.531,-0.259,0.846,1.0
0.4166,128.18188,37.920981,4246.4650656,18.893,-0.268,0.882,1.0
0.4333,128.18188,37.921016,4246.3385736,20.29,-0.276,0.919,1.0
0.45,128.18188,37.921051,4246.2069,21.723,-0.284,0.957,1.0
0.4666,128.18188,37.921086,4246.070349600001,23.19,-0.292,0.995,1.0
0.4833,128.18188,37.921121,4245.9292272,24.689,-0.3,1.032,1.0
0.5,128.18188,37.921156,4245.7835328,26.219,-0.308,1.07,1.0
0.5166,128.18188,37.921191,4245.6329616,27.78,-0.318,1.108,1.0
0.5333,128.18188,37.921226,4245.4781232000005,29.371,-0.328,1.147,1.0
0.55,128.181879,37.921261,4245.3187128,30.99,-0.338,1.186,1.0
0.5666,128.181879,37.921296,4245.15534,32.637,-0.348,1.227,1.0
0.5833,128.181879,37.921331,4244.987700000001,34.311,-0.358,1.267,1.0
0.6,128.181879,37.921366,4244.8157928,36.011,-0.371,1.308,1.0
0.6166,128.181879,37.921401,4244.6399232,37.736,-0.384,1.349,1.0
0.6333,128.181879,37.921437,4244.460396,39.486,-0.398,1.391,1.0
