campaign,case_id,candidate,seed,opponent,randomized_start,fork_start_s,fork_duration_s,lead_time_s,vertical_offset_m,prefix_ok,dll_sha256,rule_sha256,replay_stamp,own_los_az_deg,own_los_el_deg,own_lift_to_los_deg,target_los_az_deg,target_los_el_deg,target_lift_to_los_deg,own_los_az_rate_dps,own_los_el_rate_dps,target_los_az_rate_dps,target_los_el_rate_dps,phase,range_m,own_ata_deg,target_ata_deg,relative_heading_deg,closure_mps,altitude_delta_m,own_altitude_m,target_altitude_m,own_floor_margin_m,target_floor_margin_m,own_speed_mps,target_speed_mps,speed_delta_mps,own_vertical_speed_mps,target_vertical_speed_mps,own_turn_rate_dps,target_turn_rate_dps,energy_height_delta_m,own_roll_deg,own_pitch_deg,target_roll_deg,target_pitch_deg,own_health,target_health,health_advantage,final_net_hp,delta_final_net_hp,h3s_dealt_hp,h3s_delta_dealt_hp,h3s_taken_hp,h3s_delta_taken_hp,h3s_net_hp,h3s_delta_net_hp,h5s_dealt_hp,h5s_delta_dealt_hp,h5s_taken_hp,h5s_delta_taken_hp,h5s_net_hp,h5s_delta_net_hp,h10s_dealt_hp,h10s_delta_dealt_hp,h10s_taken_hp,h10s_delta_taken_hp,h10s_net_hp,h10s_delta_net_hp,h20s_dealt_hp,h20s_delta_dealt_hp,h20s_taken_hp,h20s_delta_taken_hp,h20s_net_hp,h20s_delta_net_hp
CV003_ACE_RANDOM_S1,t161p43_up750,up,1,ACE,True,161.43,3.0,2.0,750.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_14_13_32,-1.076315514865241,51.16709425401766,38.83290574598233,32.7593266123178,88.72369389224242,1.2763061077574203,0.7444905260780811,-19.706151732619883,-485.59814958699866,-5.756163293726544,P3,1110.1622182345275,51.17523130189926,88.92671517027054,39.8998118856771,82.6147169272872,-797.4982271999997,4246.73268,3449.2344528000003,3946.73268,3149.2344528000003,266.7869216252285,301.5852155725127,34.79829394728421,75.05395200000265,177.48504000000693,1.3499999999999859,-2.5100000000001903,210.91854619627475,175.665,4.992,-7.595,44.728,1.0,1.0,0.0,0.010789030196618699,0.0003598902130649284,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368
CV004_ACE_RANDOM_S2,t192p78_down,down,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_20_32,-4.197108291498376,38.99865282827782,51.00134717172218,-169.4476374686945,36.41011937123347,53.58988062876654,2.3796815876906683,-10.737755872199674,0.313673231047957,20.746807070061777,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_lead,lead,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_19_37,-4.197108291498376,38.99865282827782,51.00134717172218,-169.4476374686945,36.41011937123347,53.58988062876654,2.3796815876906683,-10.737755872199674,0.313673231047957,20.746807070061777,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_pure,pure,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_18_40,-4.197108291498376,38.99865282827782,51.00134717172218,-169.4476374686945,36.41011937123347,53.58988062876654,2.3796815876906683,-10.737755872199674,0.313673231047957,20.746807070061777,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_up,up,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_20_6,-4.197108291498376,38.99865282827782,51.00134717172218,-169.4476374686945,36.41011937123347,53.58988062876654,2.3796815876906683,-10.737755872199674,0.313673231047957,20.746807070061777,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV005_ACE_RANDOM_S3,t146p08_pure,pure,3,ACE,True,146.08,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_10_32_39,-5.5432396196449885,31.15773466616906,58.842265333830944,-176.82455546739232,8.811471068832622,81.18852893116737,-4.15356159429559,-5.921305155348814,16.027542814529795,22.591834917330548,P2,820.7291877170335,31.598097365686616,170.63806464344108,26.19856311076585,-62.008293233026215,358.07782080000015,2785.5187368,3143.5965576000003,2485.5187368,2843.5965576000003,269.07996115250495,259.9347687957781,-9.145192356726852,94.009464000006,96.3594720000092,18.67000000000125,-18.27000000000102,111.41145333919758,87.615,23.591,-117.703,19.122,1.0,0.9885095231142021,0.011490476885797851,0.04455277104598754,0.006057353188819059,0.012991448242250847,-0.0005982343622812358,0.0,0.0,0.012991448242250847,-0.0005982343622812358,0.012991448242250847,-0.0005982343622812358,0.0,0.0,0.012991448242250847,-0.0005982343622812358,0.012991448242250847,-0.0005982343622812358,0.0,0.0,0.012991448242250847,-0.0005982343622812358,0.017899720208417014,0.0023955535001282113,0.0,0.0,0.017899720208417014,0.0023955535001282113
CV005_ACE_RANDOM_S3,t186p62_pure,pure,3,ACE,True,186.62,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_10_33_13,-4.272077285330182,37.27376279345828,52.72623720654172,-174.33859980122458,34.008053370025024,55.99194662997497,2.7160700250011995,-9.355754811693904,-2.689343643959756,22.594148313106793,P3,937.5303237103499,37.48243348062306,145.57992680032396,6.958594377198051,-59.42017128479711,222.33117840000023,2872.4318472,3094.7630256,2572.4318472,2794.7630256,286.34355056609724,279.9197216282142,-6.423828937883059,29.074871999998155,22.256496000001235,15.970000000000992,-15.970000000000708,36.866295163513314,84.654,8.924,-100.756,3.67,1.0,0.9730053564059133,0.026994643594086654,0.03605015513339116,-0.0024452627237773195,0.009055511539304506,-0.0024452627237773195,0.0,0.0,0.009055511539304506,-0.0024452627237773195,0.009055511539304506,-0.0024452627237773195,0.0,0.0,0.009055511539304506,-0.0024452627237773195,0.009055511539304506,-0.0024452627237773195,0.0,0.0,0.009055511539304506,-0.0024452627237773195,0.009055511539304506,-0.0024452627237773195,0.0,0.0,0.009055511539304506,-0.0024452627237773195
CV006_SEARCH_RANDOM_S0,t150p33_pure,pure,0,SEARCH,True,150.33,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_14_19_14,3.4612640185806196,16.84103309953256,73.15896690046743,-167.49205018207,20.37409829951789,69.62590170048212,19.587345887889544,-8.945270111421674,6.235906245103492,-10.179500929699554,P3,656.5006874550555,17.182946234503387,156.23275994420334,33.00578324572215,0.015462217041763659,-637.7275535999997,5360.8851888,4723.1576352,5060.8851888,4423.1576352,256.4746165747681,233.86962543977566,-22.604991134992446,-196.33387200001587,-231.88879200001293,10.310000000000645,47.08000000000295,-1202.8658650434268,172.261,-59.152,-3.174,-64.864,1.0,1.0,0.0,0.1300732199169803,-0.21164800756751045,0.07740128029745463,0.012079061571452998,0.0,0.0,0.07740128029745463,0.012079061571452998,0.1300732199169803,0.06475100119097865,0.0,0.0,0.1300732199169803,0.06475100119097865,0.1300732199169803,-0.013107642483242588,0.0,0.0,0.1300732199169803,-0.013107642483242588,0.1300732199169803,-0.013107642483242588,0.0,0.0,0.1300732199169803,-0.013107642483242588
CV006_SEARCH_RANDOM_S0,t180p25_pure,pure,0,SEARCH,True,180.25,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_14_19_34,-1.4735066599153859,26.45339031350155,63.54660968649845,-140.27551105905695,20.661653562721938,69.33834643727806,-0.08321763270004585,-8.331422476203633,-0.3587880893238297,-2.02192389192942,P3,447.730521848884,26.49144314344608,136.0261322126136,18.814374395809637,13.642409455895962,403.4128583999991,5059.620564000001,5463.0334224,4759.620564000001,5163.0334224,157.33312465151587,137.26177624704127,-20.071348404474605,150.29688000001389,130.8293039999973,-148.48000000000857,4.000000000000284,101.93799725390886,-71.104,86.32,-145.135,68.492,1.0,0.8568191375997771,0.14318086240022287,0.20378933159746315,-0.1379318958870276,0.0,-0.10280183729204262,0.0,0.0,0.0,-0.10280183729204262,0.0,-0.10280183729204262,0.0,0.0,0.0,-0.10280183729204262,0.03692859930052439,-0.06587323799151823,0.0,0.0,0.03692859930052439,-0.06587323799151823,0.06060846919724028,-0.1379318958870276,0.0,0.0,0.06060846919724028,-0.1379318958870276
CV007_SEARCH_RANDOM_S1,t109p62_pure,pure,1,SEARCH,True,109.62,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_14_19_54,-6.498105793394519,12.605226711863262,77.39477328813675,162.65160827931524,5.507977845352163,84.49202215464784,20.165148319769045,28.06397590369658,20.96059472924671,20.084809884972394,P2,416.9372365136378,14.15743898578452,161.82388609780045,23.40730656825813,39.28099071082673,-395.53956960000005,4046.8978752000003,3651.3583056,3746.8978752000003,3351.3583056,349.15719918836487,306.5142774319849,-42.64292175637996,-339.211919999969,-265.1119919999793,9.17999999999928,-30.699999999997313,-1821.0899601722995,129.43,-74.52,-88.942,-54.843,1.0,1.0,0.0,0.6333453319826072,0.5550799587729202,0.0,-0.042498006182446146,0.0,0.0,0.0,-0.042498006182446146,0.04079566700122916,-0.001702339181216983,0.0,0.0,0.04079566700122916,-0.001702339181216983,0.04079566700122916,-0.001702339181216983,0.0,0.0,0.04079566700122916,-0.001702339181216983,0.04079566700122916,-0.001702339181216983,0.0,0.0,0.04079566700122916,-0.001702339181216983
