campaign,case_id,candidate,seed,opponent,randomized_start,fork_start_s,fork_duration_s,lead_time_s,vertical_offset_m,prefix_ok,dll_sha256,rule_sha256,replay_stamp,own_los_az_deg,own_los_el_deg,own_lift_to_los_deg,target_los_az_deg,target_los_el_deg,target_lift_to_los_deg,own_los_az_rate_dps,own_los_el_rate_dps,target_los_az_rate_dps,target_los_el_rate_dps,phase,range_m,own_ata_deg,target_ata_deg,relative_heading_deg,closure_mps,altitude_delta_m,own_altitude_m,target_altitude_m,own_floor_margin_m,target_floor_margin_m,own_speed_mps,target_speed_mps,speed_delta_mps,own_vertical_speed_mps,target_vertical_speed_mps,own_turn_rate_dps,target_turn_rate_dps,energy_height_delta_m,own_roll_deg,own_pitch_deg,target_roll_deg,target_pitch_deg,own_health,target_health,health_advantage,final_net_hp,delta_final_net_hp,h3s_dealt_hp,h3s_delta_dealt_hp,h3s_taken_hp,h3s_delta_taken_hp,h3s_net_hp,h3s_delta_net_hp,h5s_dealt_hp,h5s_delta_dealt_hp,h5s_taken_hp,h5s_delta_taken_hp,h5s_net_hp,h5s_delta_net_hp,h10s_dealt_hp,h10s_delta_dealt_hp,h10s_taken_hp,h10s_delta_taken_hp,h10s_net_hp,h10s_delta_net_hp,h20s_dealt_hp,h20s_delta_dealt_hp,h20s_taken_hp,h20s_delta_taken_hp,h20s_net_hp,h20s_delta_net_hp
CV031_TRANSIENT_RANDOM_S15,bt_down_10m_1s,bt_down,15,ACE,True,155.7666,1.0,2.0,10.0,True,DA8403DB6C598883FCBB51F0250A22AFFB68EE59BE0B687D18B880ED13EFAE5A,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_16_16_46,-2.688924529548791,25.02181035973726,64.97818964026276,-171.70527657758151,8.181711048531145,81.81828895146886,0.3565194138354044,-3.758581975565958,7.960350159461493,-33.13458506005972,P3,923.0338525989082,25.156622198909904,168.36926966143625,35.6069741769272,-35.728542691305705,534.7901927999997,2593.1658576000004,3127.9560504,2293.1658576000004,2827.9560504,288.1193378786625,275.92180164246133,-12.197536236201188,141.98193599996966,133.66089599997085,19.009999999995213,-14.959999999996976,184.01229015143417,81.862,33.073,175.295,28.333,0.9654923598581774,1.0,-0.034507640141822615,-0.01281697194944531,-0.0001000618946471743,0.014363446669912183,-3.998093384138812e-06,0.0,0.0,0.014363446669912183,-3.998093384138812e-06,0.014363446669912183,-3.998093384138812e-06,0.0,0.0,0.014363446669912183,-3.998093384138812e-06,0.014363446669912183,-3.998093384138812e-06,0.0,0.0,0.014363446669912183,-3.998093384138812e-06,0.014363446669912183,-3.998093384138812e-06,0.0,0.0,0.014363446669912183,-3.998093384138812e-06
CV031_TRANSIENT_RANDOM_S15,bt_up_10m_1s,bt_up,15,ACE,True,155.7666,1.0,2.0,10.0,True,DA8403DB6C598883FCBB51F0250A22AFFB68EE59BE0B687D18B880ED13EFAE5A,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_16_17_24,-2.688924529548791,25.02181035973726,64.97818964026276,-171.70527657758151,8.181711048531145,81.81828895146886,0.3565194138354044,-3.758581975565958,7.960350159461493,-33.13458506005972,P3,923.0338525989082,25.156622198909904,168.36926966143625,35.6069741769272,-35.728542691305705,534.7901927999997,2593.1658576000004,3127.9560504,2293.1658576000004,2827.9560504,288.1193378786625,275.92180164246133,-12.197536236201188,141.98193599996966,133.66089599997085,19.009999999995213,-14.959999999996976,184.01229015143417,81.862,33.073,175.295,28.333,0.9654923598581774,1.0,-0.034507640141822615,-0.013216733478751519,-0.0004998234239533828,0.013930691281133556,-0.0004367534821627661,0.0,0.0,0.013930691281133556,-0.0004367534821627661,0.013930691281133556,-0.0004367534821627661,0.0,0.0,0.013930691281133556,-0.0004367534821627661,0.013930691281133556,-0.0004367534821627661,0.0,0.0,0.013930691281133556,-0.0004367534821627661,0.013930691281133556,-0.0004367534821627661,0.0,0.0,0.013930691281133556,-0.0004367534821627661
