campaign,case_id,candidate,seed,opponent,randomized_start,fork_start_s,fork_duration_s,lead_time_s,vertical_offset_m,prefix_ok,dll_sha256,rule_sha256,replay_stamp,phase,range_m,own_ata_deg,target_ata_deg,relative_heading_deg,closure_mps,altitude_delta_m,own_altitude_m,target_altitude_m,own_floor_margin_m,target_floor_margin_m,own_speed_mps,target_speed_mps,speed_delta_mps,own_vertical_speed_mps,target_vertical_speed_mps,own_turn_rate_dps,target_turn_rate_dps,energy_height_delta_m,own_roll_deg,own_pitch_deg,target_roll_deg,target_pitch_deg,own_health,target_health,health_advantage,final_net_hp,delta_final_net_hp,h3s_dealt_hp,h3s_delta_dealt_hp,h3s_taken_hp,h3s_delta_taken_hp,h3s_net_hp,h3s_delta_net_hp,h5s_dealt_hp,h5s_delta_dealt_hp,h5s_taken_hp,h5s_delta_taken_hp,h5s_net_hp,h5s_delta_net_hp,h10s_dealt_hp,h10s_delta_dealt_hp,h10s_taken_hp,h10s_delta_taken_hp,h10s_net_hp,h10s_delta_net_hp,h20s_dealt_hp,h20s_delta_dealt_hp,h20s_taken_hp,h20s_delta_taken_hp,h20s_net_hp,h20s_delta_net_hp
CV001_ACE_S0_MULTIWINDOW,t178p60_pure,pure,0,ACE,False,178.6,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_10_53,P3,1012.4387109261605,38.85986259897095,140.01321691832328,9.652391045157481,-53.30168378627687,295.3137095999996,2874.6078144000003,3169.921524,2574.6078144000003,2869.921524,279.2890742526804,269.4924175362039,-9.796656716476491,72.1522560000035,43.52848799999967,17.06000000000086,-16.130000000000912,21.202576470359872,89.152,17.317,-108.325,7.699,0.9954632701840651,0.9794519411465403,0.01601132903752478,0.04415255128623574,0.01682294918944871,0.023110519907471705,0.014690069866218347,0.0,0.0,0.023110519907471705,0.014690069866218347,0.023110519907471705,0.014690069866218347,0.0,0.0,0.023110519907471705,0.014690069866218347,0.023110519907471705,0.014690069866218347,0.0,0.0,0.023110519907471705,0.014690069866218347,0.028141222248710962,0.01682294918944871,0.0,0.0,0.028141222248710962,0.01682294918944871
CV001_ACE_S0_MULTIWINDOW,t178p60_up,up,0,ACE,False,178.6,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_11_53,P3,1012.4387109261605,38.85986259897095,140.01321691832328,9.652391045157481,-53.30168378627687,295.3137095999996,2874.6078144000003,3169.921524,2574.6078144000003,2869.921524,279.2890742526804,269.4924175362039,-9.796656716476491,72.1522560000035,43.52848799999967,17.06000000000086,-16.130000000000912,21.202576470359872,89.152,17.317,-108.325,7.699,0.9954632701840651,0.9794519411465403,0.01601132903752478,0.03476352904830904,0.0074339269515220074,0.0,-0.008420450041253358,0.0,0.0,0.0,-0.008420450041253358,0.0,-0.008420450041253358,0.0,0.0,0.0,-0.008420450041253358,0.0,-0.008420450041253358,0.0,0.0,0.0,-0.008420450041253358,0.01875220001078426,0.0074339269515220074,0.0,0.0,0.01875220001078426,0.0074339269515220074
CV003_ACE_RANDOM_S1,t161p43_down,down,1,ACE,True,161.43,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_16_50,P3,1110.1622182345275,51.17523130189926,88.92671517027054,39.8998118856771,82.6147169272872,-797.4982271999997,4246.73268,3449.2344528000003,3946.73268,3149.2344528000003,266.7869216252285,301.5852155725127,34.79829394728421,75.05395200000265,177.48504000000693,1.3499999999999859,-2.5100000000001903,210.91854619627475,175.665,4.992,-7.595,44.728,1.0,1.0,0.0,0.0,-0.01042913998355377,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368
CV003_ACE_RANDOM_S1,t161p43_lead,lead,1,ACE,True,161.43,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_15_55,P3,1110.1622182345275,51.17523130189926,88.92671517027054,39.8998118856771,82.6147169272872,-797.4982271999997,4246.73268,3449.2344528000003,3946.73268,3149.2344528000003,266.7869216252285,301.5852155725127,34.79829394728421,75.05395200000265,177.48504000000693,1.3499999999999859,-2.5100000000001903,210.91854619627475,175.665,4.992,-7.595,44.728,1.0,1.0,0.0,0.02472879859723065,0.01429965861367688,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.008897449308169714,-0.0008251304776436541,0.0,0.0,0.008897449308169714,-0.0008251304776436541,0.008897449308169714,-0.0008251304776436541,0.0,0.0,0.008897449308169714,-0.0008251304776436541,0.008897449308169714,-0.0008251304776436541,0.0,0.0,0.008897449308169714,-0.0008251304776436541
CV003_ACE_RANDOM_S1,t161p43_pure,pure,1,ACE,True,161.43,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_15_24,P3,1110.1622182345275,51.17523130189926,88.92671517027054,39.8998118856771,82.6147169272872,-797.4982271999997,4246.73268,3449.2344528000003,3946.73268,3149.2344528000003,266.7869216252285,301.5852155725127,34.79829394728421,75.05395200000265,177.48504000000693,1.3499999999999859,-2.5100000000001903,210.91854619627475,175.665,4.992,-7.595,44.728,1.0,1.0,0.0,0.0,-0.01042913998355377,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368
CV003_ACE_RANDOM_S1,t161p43_up,up,1,ACE,True,161.43,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_16_21,P3,1110.1622182345275,51.17523130189926,88.92671517027054,39.8998118856771,82.6147169272872,-797.4982271999997,4246.73268,3449.2344528000003,3946.73268,3149.2344528000003,266.7869216252285,301.5852155725127,34.79829394728421,75.05395200000265,177.48504000000693,1.3499999999999859,-2.5100000000001903,210.91854619627475,175.665,4.992,-7.595,44.728,1.0,1.0,0.0,0.04804422756671567,0.0376150875831619,0.0,-0.009722579785813368,0.0,0.0,0.0,-0.009722579785813368,0.04804422756671567,0.0383216477809023,0.0,0.0,0.04804422756671567,0.0383216477809023,0.04804422756671567,0.0383216477809023,0.0,0.0,0.04804422756671567,0.0383216477809023,0.04804422756671567,0.0383216477809023,0.0,0.0,0.04804422756671567,0.0383216477809023
CV004_ACE_RANDOM_S2,t192p78_down,down,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_20_32,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_lead,lead,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_19_37,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_pure,pure,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_18_40,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
CV004_ACE_RANDOM_S2,t192p78_up,up,2,ACE,True,192.78,3.0,2.0,500.0,True,5AFE544793AAE631C99AB922F4A1B9066E3DBB9B511F60470F9390A0F5F1003D,1760A7E3EA9A50D38243F276983FCD393F5ED2067AB5FD7344ED2FCA8AC153E3,2026_8_8_2_20_6,P3,1030.491474410749,39.18802690328101,142.2957666574082,8.053005512725974,-62.55289283662805,236.47572720000016,2841.8463864,3078.3221136,2541.8463864,2778.3221136,283.15062541992387,280.8825461658643,-2.2680792540595576,20.610575999994442,8.317991999995611,16.139999999996373,-15.83999999999643,171.25101054981178,83.505,7.63,-97.456,0.458,1.0,1.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317,0.0,-0.00704531055300317,0.0,0.0,0.0,-0.00704531055300317
