Time,Latitude,Longitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
7.000000,37.243163,131.857613,6178.922669,73.831001,16.493999,-37.571014
7.000000,37.243273,131.857429,6182.266325,74.019997,16.528999,-36.596008
7.000000,37.243387,131.857247,6185.645947,74.157997,16.569000,-35.618011
7.000000,37.243501,131.857068,6189.060926,74.250000,16.611000,-34.635986
7.000000,37.243599,131.856921,6191.933057,74.301003,16.648001,-33.813995
7.000000,37.243699,131.856776,6194.828657,74.336998,16.684999,-32.992004
7.000000,37.243820,131.856605,6198.333247,74.373001,16.733000,-32.002991
7.000000,37.243943,131.856436,6201.870451,74.411003,16.782000,-31.013000
7.000000,37.244069,131.856270,6205.439354,74.458000,16.834000,-30.023010
7.000000,37.244197,131.856108,6209.039652,74.516998,16.886999,-29.033997
8.000000,37.244326,131.855947,6212.670734,74.585999,16.941999,-28.044006
8.000000,37.244457,131.855790,6216.331992,74.664001,16.997999,-27.053986
8.000000,37.244591,131.855636,6220.023425,74.745003,17.055000,-26.062988
8.000000,37.244727,131.855485,6223.743814,74.828003,17.111000,-25.071991
8.000000,37.244842,131.855362,6226.866185,74.894997,17.159000,-24.246002
8.000000,37.244980,131.855217,6230.638694,74.973000,17.215000,-23.253998
8.000000,37.245098,131.855099,6233.803738,75.033997,17.261999,-22.427002
8.000000,37.245240,131.854959,6237.626539,75.103996,17.319000,-21.433990
8.000000,37.245384,131.854823,6241.475554,75.169998,17.375000,-20.440002
8.000000,37.245529,131.854691,6245.350781,75.233002,17.430000,-19.446991
9.000000,37.245677,131.854561,6249.251611,75.293999,17.486000,-18.453003
9.000000,37.245825,131.854435,6253.177130,75.353996,17.541000,-17.459991
9.000000,37.245975,131.854312,6257.127034,75.414001,17.597000,-16.466003
9.000000,37.246128,131.854193,6261.100711,75.474998,17.650999,-15.472992
9.000000,37.246280,131.854077,6265.097858,75.536003,17.705000,-14.480011
9.000000,37.246435,131.853965,6269.117866,75.598000,17.759001,-13.487000
9.000000,37.246564,131.853874,6272.484686,75.650002,17.802999,-12.660004
9.000000,37.246695,131.853785,6275.867052,75.703003,17.847000,-11.834015
9.000000,37.246854,131.853682,6279.945276,75.765999,17.899000,-10.842010
9.000000,37.247012,131.853583,6284.044531,75.829002,17.950001,-9.851013
10.000000,37.247173,131.853486,6288.164208,75.891998,18.000000,-8.859985
10.000000,37.247334,131.853395,6292.303697,75.956001,18.049000,-7.868988
10.000000,37.247497,131.853305,6296.462693,76.018997,18.097000,-6.880005
10.000000,37.247661,131.853220,6300.640282,76.083000,18.143999,-5.890015
10.000000,37.247824,131.853139,6304.836463,76.148003,18.190001,-4.902008
10.000000,37.247990,131.853061,6309.050323,76.211998,18.235001,-3.914001
10.000000,37.248156,131.852987,6313.281252,76.278000,18.278000,-2.925995
10.000000,37.248324,131.852916,6317.529250,76.343002,18.320999,-1.938995
10.000000,37.248491,131.852849,6321.793402,76.410004,18.362000,-0.954010
10.000000,37.248659,131.852785,6326.073098,76.476997,18.400999,0.032000
11.000000,37.248829,131.852725,6330.367730,76.545998,18.440001,1.016000
11.000000,37.248970,131.852679,6333.957970,76.602997,18.471001,1.836000
11.000000,37.249111,131.852635,6337.557962,76.661003,18.500000,2.655000
11.000000,37.249282,131.852585,6341.890390,76.731003,18.535000,3.637000
11.000000,37.249424,131.852547,6345.510804,76.790001,18.562000,4.455000
11.000000,37.249596,131.852503,6349.866701,76.862000,18.594000,5.436000
11.000000,37.249768,131.852464,6354.234790,76.933998,18.624001,6.415000
11.000000,37.249940,131.852428,6358.614461,77.007004,18.652000,7.394000
11.000000,37.250083,131.852401,6362.272366,77.069000,18.674999,8.209000
11.000000,37.250227,131.852377,6365.937586,77.130997,18.695999,9.023000
12.000000,37.250399,131.852351,6370.344994,77.207001,18.719999,9.999000
12.000000,37.250572,131.852329,6374.761850,77.283997,18.742001,10.974000
12.000000,37.250716,131.852314,6378.449321,77.348000,18.759001,11.786000
12.000000,37.250860,131.852301,6382.142278,77.413002,18.775000,12.597000
12.000000,37.251062,131.852287,6387.321744,77.504997,18.794001,13.731000
12.000000,37.251206,131.852280,6391.027502,77.570999,18.806999,14.541000
12.000000,37.251407,131.852275,6396.222818,77.665001,18.823000,15.672000
12.000000,37.251580,131.852274,6400.682652,77.747002,18.834000,16.641001
12.000000,37.251753,131.852277,6405.147667,77.829002,18.843000,17.608999
12.000000,37.251896,131.852282,6408.872018,77.899002,18.849001,18.414000
13.000000,37.252097,131.852293,6414.091109,77.996002,18.855000,19.541000
13.000000,37.252269,131.852307,6418.568316,78.081001,18.858000,20.504999
13.000000,37.252441,131.852325,6423.048266,78.167000,18.858999,21.468000
13.000000,37.252611,131.852345,6427.530655,78.252998,18.858000,22.429001
13.000000,37.252754,131.852366,6431.267198,78.324997,18.856001,23.230000
13.000000,37.252923,131.852394,6435.751721,78.413002,18.851000,24.188999
13.000000,37.253093,131.852424,6440.236853,78.500999,18.844000,25.148001
13.000000,37.253262,131.852458,6444.721680,78.589996,18.834999,26.104000
13.000000,37.253431,131.852496,6449.205593,78.680000,18.823999,27.059999
13.000000,37.253599,131.852538,6453.687982,78.769997,18.809999,28.014000
14.000000,37.253765,131.852582,6458.168237,78.861000,18.795000,28.966999
14.000000,37.253932,131.852632,6462.645749,78.952003,18.777000,29.919001
14.000000,37.254098,131.852683,6467.119908,79.042999,18.757000,30.868999
14.000000,37.254263,131.852737,6471.589800,79.136002,18.733999,31.818001
14.000000,37.254399,131.852787,6475.311103,79.212997,18.714001,32.608002
14.000000,37.254562,131.852847,6479.771851,79.306000,18.688000,33.555000
14.000000,37.254724,131.852912,6484.226503,79.399002,18.659000,34.500000
14.000000,37.254885,131.852980,6488.674754,79.492996,18.628000,35.444000
14.000000,37.255045,131.853051,6493.115690,79.586998,18.594999,36.386002
14.000000,37.255205,131.853125,6497.548702,79.681000,18.559000,37.327000
15.000000,37.255362,131.853203,6501.972874,79.776001,18.521999,38.265999
15.000000,37.255520,131.853284,6506.387902,79.871002,18.482000,39.205002
15.000000,37.255675,131.853367,6510.793176,79.966003,18.440001,40.140999
15.000000,37.255830,131.853454,6515.187782,80.060997,18.395000,41.077000
15.000000,37.255958,131.853529,6518.841420,80.139999,18.356001,41.855000
15.000000,37.256110,131.853622,6523.214995,80.235001,18.308001,42.787998
15.000000,37.256237,131.853701,6526.850040,80.314003,18.264999,43.563999
15.000000,37.256386,131.853799,6531.200450,80.410004,18.212999,44.493999
15.000000,37.256535,131.853900,6535.536840,80.504997,18.157000,45.422001
15.000000,37.256682,131.854004,6539.859209,80.599998,18.100000,46.348999
16.000000,37.256804,131.854093,6543.449753,80.679001,18.051001,47.120998
16.000000,37.256924,131.854184,6547.029324,80.758003,18.000000,47.891998
16.000000,37.257068,131.854295,6551.310240,80.853996,17.937000,48.816002
16.000000,37.257186,131.854391,6554.864818,80.934998,17.882000,49.584999
16.000000,37.257327,131.854508,6559.114644,81.031998,17.815001,50.507000
16.000000,37.257467,131.854627,6563.346487,81.129997,17.746000,51.428001
16.000000,37.257604,131.854750,6567.559738,81.226997,17.674999,52.348000
16.000000,37.257717,131.854854,6571.056098,81.307999,17.614000,53.112999
16.000000,37.257851,131.854982,6575.233687,81.404999,17.538000,54.030998
16.000000,37.257963,131.855089,6578.699568,81.485001,17.474001,54.794998
17.000000,37.258072,131.855199,6582.150818,81.564003,17.408001,55.557999
17.000000,37.258181,131.855311,6585.587134,81.642998,17.340000,56.320000
17.000000,37.258288,131.855424,6589.008209,81.722000,17.271000,57.081001
17.000000,37.258395,131.855540,6592.413739,81.799004,17.201000,57.841000
17.000000,37.258541,131.855704,6597.154294,81.906998,17.100000,58.903999
17.000000,37.258643,131.855824,6600.520810,81.984001,17.025999,59.662998
17.000000,37.258745,131.855944,6603.870257,82.059998,16.950001,60.419998
17.000000,37.258866,131.856092,6607.867099,82.151001,16.858000,61.327000
17.000000,37.258985,131.856242,6611.838034,82.239998,16.763000,62.233002
17.000000,37.259101,131.856394,6615.783365,82.329002,16.667000,63.138000
18.000000,37.259216,131.856548,6619.701569,82.417000,16.569000,64.042000
18.000000,37.259329,131.856704,6623.592646,82.503998,16.468000,64.944000
18.000000,37.259439,131.856864,6627.455986,82.589996,16.365999,65.845001
18.000000,37.259530,131.856997,6630.653338,82.661003,16.278999,66.595001
18.000000,37.259566,131.857052,6631.926792,82.689003,16.243999,66.894997
18.000000,37.259620,131.857133,6633.830878,82.731003,16.191000,67.344002
18.000000,37.259708,131.857269,6636.987691,82.801003,16.101999,68.092003
18.000000,37.259794,131.857408,6640.123778,82.869003,16.011000,68.838997
18.000000,37.259896,131.857576,6643.859102,82.950996,15.901000,69.735001
18.000000,37.259997,131.857745,6647.563337,83.030998,15.788000,70.628998
19.000000,37.260078,131.857889,6650.625967,83.096001,15.693000,71.373001
19.000000,37.260158,131.858033,6653.666347,83.161003,15.597000,72.115997
19.000000,37.260252,131.858208,6657.284933,83.237999,15.480000,73.007004
19.000000,37.260345,131.858384,6660.869990,83.314003,15.361000,73.897003
19.000000,37.260435,131.858563,6664.421825,83.388000,15.241000,74.786003
19.000000,37.260523,131.858743,6667.938912,83.459999,15.119000,75.672997
19.000000,37.260608,131.858925,6671.421557,83.531998,14.995000,76.558998
19.000000,37.260691,131.859109,6674.868540,83.600998,14.870000,77.444000
19.000000,37.260759,131.859263,6677.713543,83.657997,14.764000,78.181000
19.000000,37.260824,131.859418,6680.533553,83.713997,14.657000,78.917000
20.000000,37.260890,131.859574,6683.327654,83.768997,14.549000,79.652000
20.000000,37.260965,131.859763,6686.646622,83.834000,14.419000,80.532997
20.000000,37.261038,131.859953,6689.928098,83.897003,14.286000,81.413002
20.000000,37.261109,131.860145,6693.171170,83.957001,14.152000,82.292000
20.000000,37.261166,131.860307,6695.844266,83.995003,14.031000,83.024002
20.000000,37.261233,131.860501,6699.016320,84.036003,13.877000,83.903000
20.000000,37.261296,131.860696,6702.148750,84.086998,13.718000,84.780998
20.000000,37.261359,131.860893,6705.240641,84.153000,13.558000,85.657997
20.000000,37.261418,131.861092,6708.291689,84.234001,13.397000,86.532997
20.000000,37.261474,131.861291,6711.301284,84.328003,13.235000,87.406998
21.000000,37.261529,131.861492,6714.268512,84.426003,13.073000,88.280998
21.000000,37.261582,131.861693,6717.192763,84.525002,12.909000,89.154999
21.000000,37.261623,131.861861,6719.596721,84.602997,12.772000,89.882004
21.000000,37.261662,131.862031,6721.969894,84.675003,12.634000,90.610001
21.000000,37.261708,131.862235,6724.776797,84.752998,12.467000,91.483002
21.000000,37.261751,131.862440,6727.538285,84.820000,12.298000,92.357002
21.000000,37.261791,131.862646,6730.254053,84.876999,12.129000,93.231003
21.000000,37.261830,131.862853,6732.923491,84.927002,11.959000,94.103996
21.000000,37.261860,131.863026,6735.112260,84.963997,11.817000,94.833000
21.000000,37.261894,131.863234,6737.695440,85.005997,11.647000,95.706001
22.000000,37.261924,131.863443,6740.230462,85.043999,11.476000,96.580002
22.000000,37.261953,131.863652,6742.717325,85.081001,11.305000,97.453003
22.000000,37.261979,131.863863,6745.155420,85.116997,11.134000,98.324997
22.000000,37.261998,131.864038,6747.149422,85.146004,10.991000,99.053001
22.000000,37.262017,131.864215,6749.109286,85.174004,10.848000,99.779999
22.000000,37.262035,131.864425,6751.415098,85.206001,10.676000,100.652000
22.000000,37.262051,131.864638,6753.670618,85.236000,10.503000,101.524002
22.000000,37.262066,131.864850,6755.875541,85.262001,10.331000,102.394997
22.000000,37.262077,131.865062,6758.029258,85.286003,10.158000,103.266998
22.000000,37.262086,131.865276,6760.131158,85.305000,9.985000,104.138000
23.000000,37.262092,131.865489,6762.181548,85.320999,9.812000,105.009003
23.000000,37.262095,131.865703,6764.179512,85.334000,9.638000,105.879997
23.000000,37.262096,131.865916,6766.125050,85.343002,9.465000,106.750999
23.000000,37.262095,131.866130,6768.017554,85.348999,9.291000,107.622002
23.000000,37.262091,131.866343,6769.857022,85.351997,9.117000,108.492996
23.000000,37.262084,131.866556,6771.643150,85.351997,8.944000,109.363998
23.000000,37.262075,131.866770,6773.375328,85.348999,8.771000,110.234001
23.000000,37.262063,131.866984,6775.053862,85.344002,8.597000,111.105003
23.000000,37.262051,131.867162,6776.410831,85.336998,8.453000,111.830002
23.000000,37.262037,131.867339,6777.730310,85.329002,8.309000,112.555000
24.000000,37.262019,131.867553,6779.263759,85.317001,8.136000,113.426003
24.000000,37.261997,131.867766,6780.742039,85.302002,7.964000,114.295998
24.000000,37.261977,131.867943,6781.932283,85.287003,7.820000,115.021004
24.000000,37.261955,131.868119,6783.084122,85.271004,7.677000,115.747002
24.000000,37.261927,131.868331,6784.415489,85.249001,7.505000,116.616997
24.000000,37.261896,131.868543,6785.691686,85.223999,7.334000,117.487000
24.000000,37.261862,131.868753,6786.912106,85.195999,7.164000,118.358002
24.000000,37.261826,131.868964,6788.077051,85.165001,6.993000,119.227997
24.000000,37.261788,131.869174,6789.186218,85.130997,6.824000,120.098999
24.000000,37.261754,131.869347,6790.067700,85.101997,6.683000,120.824997
25.000000,37.261710,131.869556,6791.074454,85.064003,6.514000,121.695999
25.000000,37.261664,131.869764,6792.024821,85.023003,6.346000,122.567001
25.000000,37.261624,131.869936,6792.774324,84.987000,6.207000,123.292999
25.000000,37.261574,131.870143,6793.622278,84.941002,6.040000,124.164001
25.000000,37.261521,131.870347,6794.413843,84.893997,5.875000,125.036003
25.000000,37.261475,131.870518,6795.030758,84.851997,5.737000,125.763000
25.000000,37.261416,131.870721,6795.719606,84.799004,5.573000,126.635002
25.000000,37.261366,131.870891,6796.250873,84.753998,5.437000,127.362000
25.000000,37.261304,131.871092,6796.836698,84.696999,5.274000,128.233994
25.000000,37.261250,131.871260,6797.282316,84.647003,5.140000,128.962006
26.000000,37.261183,131.871459,6797.765424,84.585999,4.979000,129.835007
26.000000,37.261113,131.871657,6798.192754,84.522003,4.819000,130.709000
26.000000,37.261042,131.871855,6798.564305,84.455002,4.661000,131.582993
26.000000,37.260980,131.872018,6798.831310,84.398003,4.530000,132.311005
26.000000,37.260904,131.872213,6799.100753,84.328003,4.374000,133.186005
26.000000,37.260825,131.872406,6799.314113,84.271004,4.231000,134.059998
26.000000,37.260757,131.872567,6799.449749,84.223000,4.119000,134.787994
26.000000,37.260675,131.872757,6799.561610,84.153000,3.988000,135.662003
26.000000,37.260590,131.872946,6799.618608,84.064003,3.859000,136.537003
26.000000,37.260502,131.873134,6799.621046,83.956001,3.731000,137.412003
27.000000,37.260426,131.873289,6799.581422,83.856003,3.624000,138.141006
27.000000,37.260334,131.873474,6799.484801,83.726997,3.498000,139.016998
27.000000,37.260240,131.873657,6799.334534,83.597000,3.372000,139.893005
27.000000,37.260160,131.873808,6799.168723,83.489998,3.268000,140.623993
27.000000,37.260061,131.873988,6798.921835,83.367996,3.145000,141.500000
27.000000,37.259960,131.874166,6798.622217,83.252998,3.024000,142.376007
27.000000,37.259857,131.874341,6798.271087,83.146004,2.903000,143.251999
27.000000,37.259752,131.874516,6797.868751,83.045998,2.784000,144.128006
27.000000,37.259644,131.874689,6797.415209,82.948997,2.667000,145.003998
27.000000,37.259535,131.874858,6796.911070,82.853996,2.550000,145.880005
28.000000,37.259423,131.875027,6796.356943,82.759003,2.434000,146.757004
28.000000,37.259309,131.875193,6795.753134,82.662003,2.318000,147.632996
28.000000,37.259213,131.875330,6795.212114,82.579002,2.223000,148.363998
28.000000,37.259114,131.875465,6794.636957,82.495003,2.129000,149.095993
28.000000,37.258996,131.875626,6793.902389,82.389999,2.016000,149.973999
28.000000,37.258874,131.875784,6793.119358,82.283997,1.905000,150.852005
28.000000,37.258750,131.875940,6792.288778,82.175003,1.796000,151.731995
28.000000,37.258625,131.876094,6791.410649,82.065002,1.687000,152.610992
28.000000,37.258519,131.876220,6790.643162,81.973000,1.598000,153.345001
28.000000,37.258390,131.876370,6789.679994,81.847000,1.481000,154.227997
29.000000,37.258282,131.876492,6788.842404,81.739998,1.379000,154.964005
29.000000,37.258149,131.876637,6787.795416,81.623001,1.255000,155.848999
29.000000,37.258037,131.876756,6786.888026,81.537003,1.154000,156.587006
29.000000,37.257924,131.876873,6785.949852,81.460999,1.054000,157.324997
29.000000,37.257810,131.876988,6784.980283,81.392998,0.956000,158.063995
29.000000,37.257671,131.877124,6783.776628,81.317001,0.840000,158.951004
29.000000,37.257531,131.877257,6782.528777,81.240997,0.727000,159.839996
29.000000,37.257388,131.877388,6781.237339,81.161003,0.616000,160.731003
29.000000,37.257268,131.877494,6780.128477,81.087997,0.525000,161.475006
29.000000,37.257123,131.877619,6778.758401,80.991997,0.418000,162.369003
30.000000,37.256975,131.877742,6777.345653,80.887001,0.313000,163.264999
30.000000,37.256852,131.877842,6776.136511,80.796997,0.229000,164.013000
30.000000,37.256727,131.877939,6774.898109,80.713997,0.157000,164.759995
30.000000,37.256575,131.878055,6773.374109,80.611000,0.080000,165.658005
30.000000,37.256422,131.878166,6771.809875,80.492996,0.008000,166.557007
30.000000,37.256267,131.878275,6770.205408,80.358002,-0.061000,167.457001
30.000000,37.256112,131.878381,6768.562231,80.209000,-0.128000,168.358994
30.000000,37.255954,131.878484,6766.880345,80.053001,-0.193000,169.263000
30.000000,37.255796,131.878584,6765.160968,79.896004,-0.256000,170.166000
30.000000,37.255636,131.878680,6763.404406,79.741997,-0.317000,171.070999
31.000000,37.255475,131.878773,6761.611877,79.595001,-0.376000,171.975006
31.000000,37.255312,131.878863,6759.783991,79.457001,-0.432000,172.880005
31.000000,37.255148,131.878950,6757.921663,79.325996,-0.487000,173.785004
31.000000,37.255010,131.879020,6756.343714,79.223000,-0.531000,174.539993
31.000000,37.254872,131.879088,6754.742599,79.124001,-0.574000,175.294006
31.000000,37.254733,131.879154,6753.118930,79.027000,-0.615000,176.048996
31.000000,37.254565,131.879229,6751.141387,78.913002,-0.664000,176.955002
31.000000,37.254396,131.879301,6749.132450,78.800003,-0.711000,177.863007
31.000000,37.254227,131.879369,6747.093034,78.684998,-0.757000,178.770004
31.000000,37.254055,131.879435,6745.023442,78.570000,-0.801000,179.679001
32.000000,37.253883,131.879497,6742.924894,78.454002,-0.844000,-179.412003
32.000000,37.253740,131.879546,6741.154310,78.357002,-0.878000,-178.654007
32.000000,37.253594,131.879592,6739.364220,78.260002,-0.911000,-177.895004
32.000000,37.253421,131.879646,6737.191301,78.144997,-0.949000,-176.983994
32.000000,37.253246,131.879695,6734.991864,78.029999,-0.986000,-176.072006
32.000000,37.253070,131.879740,6732.766214,77.917000,-1.020000,-175.160004
32.000000,37.252922,131.879776,6730.892609,77.824997,-1.048000,-174.399002
32.000000,37.252745,131.879815,6728.621544,77.714996,-1.080000,-173.485001
32.000000,37.252568,131.879851,6726.327314,77.592003,-1.122000,-172.567993
32.000000,37.252389,131.879883,6724.009920,77.471001,-1.170000,-171.649002
33.000000,37.252211,131.879912,6721.669666,77.363998,-1.219000,-170.727997
33.000000,37.252032,131.879936,6719.308075,77.272003,-1.265000,-169.807007
33.000000,37.251852,131.879958,6716.924844,77.193001,-1.308000,-168.884995
33.000000,37.251702,131.879972,6714.923222,77.132004,-1.342000,-168.115997
33.000000,37.251522,131.879986,6712.502806,77.060997,-1.381000,-167.192001
33.000000,37.251372,131.879996,6710.471009,77.000999,-1.412000,-166.421005
33.000000,37.251221,131.880002,6708.425801,76.936996,-1.441000,-165.647995
33.000000,37.251040,131.880007,6705.954787,76.855003,-1.474000,-164.720001
33.000000,37.250859,131.880008,6703.465486,76.776001,-1.498000,-163.791000
33.000000,37.250708,131.880005,6701.377606,76.719002,-1.508000,-163.016998
34.000000,37.250556,131.880001,6699.277838,76.654999,-1.511000,-162.244003
34.000000,37.250375,131.879991,6696.743426,76.567001,-1.513000,-161.313995
34.000000,37.250284,131.879985,6695.470277,76.517998,-1.513000,-160.848999
34.000000,37.250103,131.879970,6692.912395,76.415001,-1.513000,-159.917007
34.000000,37.249922,131.879951,6690.339883,76.308998,-1.511000,-158.983994
34.000000,37.249771,131.879933,6688.185252,76.224998,-1.510000,-158.205994
34.000000,37.249620,131.879911,6686.021477,76.146004,-1.508000,-157.427994
34.000000,37.249439,131.879882,6683.412694,76.063004,-1.504000,-156.494003
34.000000,37.249289,131.879856,6681.229411,76.003998,-1.501000,-155.716003
34.000000,37.249139,131.879827,6679.037899,75.954002,-1.498000,-154.936996
35.000000,37.248959,131.879788,6676.397722,75.903999,-1.493000,-154.001999
35.000000,37.248779,131.879745,6673.746571,75.863998,-1.489000,-153.067993
35.000000,37.248629,131.879707,6671.529456,75.835999,-1.486000,-152.287994
35.000000,37.248450,131.879657,6668.859713,75.806999,-1.483000,-151.352997
35.000000,37.248243,131.879594,6665.732770,75.776001,-1.480000,-150.261002
35.000000,37.248094,131.879547,6663.491575,75.755997,-1.479000,-149.479996
35.000000,37.247947,131.879497,6661.244590,75.737000,-1.477000,-148.699005
35.000000,37.247740,131.879422,6658.088386,75.711998,-1.476000,-147.604004
35.000000,37.247594,131.879365,6655.827379,75.695999,-1.476000,-146.822006
35.000000,37.247391,131.879282,6652.652582,75.676003,-1.476000,-145.725006
36.000000,37.247245,131.879219,6650.378774,75.664001,-1.476000,-144.942001
36.000000,37.247071,131.879141,6647.643194,75.652000,-1.477000,-144.001007
36.000000,37.246928,131.879073,6645.358718,75.640999,-1.481000,-143.214996
36.000000,37.246756,131.878988,6642.610946,75.619003,-1.499000,-142.268997
36.000000,37.246586,131.878899,6639.856774,75.606003,-1.521000,-141.320999
36.000000,37.246443,131.878823,6637.556753,75.608002,-1.540000,-140.529999
36.000000,37.246303,131.878744,6635.252465,75.621002,-1.559000,-139.738998
36.000000,37.246135,131.878645,6632.481528,75.646004,-1.581000,-138.787994
36.000000,37.245969,131.878543,6629.704800,75.678001,-1.603000,-137.837006
36.000000,37.245831,131.878455,6627.386491,75.705002,-1.621000,-137.044006
37.000000,37.245694,131.878364,6625.063915,75.732002,-1.639000,-136.248993
37.000000,37.245558,131.878272,6622.737377,75.755997,-1.657000,-135.453003
37.000000,37.245396,131.878158,6619.939922,75.782997,-1.679000,-134.496002
37.000000,37.245235,131.878040,6617.136982,75.807999,-1.700000,-133.537994
37.000000,37.245050,131.877898,6613.859467,75.834999,-1.725000,-132.417007
37.000000,37.244918,131.877794,6611.513422,75.856003,-1.743000,-131.615997
37.000000,37.244788,131.877687,6609.163414,75.878998,-1.761000,-130.813004
37.000000,37.244634,131.877557,6606.337918,75.910004,-1.782000,-129.848999
37.000000,37.244506,131.877445,6603.978766,75.939003,-1.800000,-129.044006
37.000000,37.244355,131.877307,6601.142602,75.977997,-1.822000,-128.076996
38.000000,37.244205,131.877167,6598.300342,76.022003,-1.844000,-127.108994
38.000000,37.244057,131.877023,6595.451986,76.069000,-1.867000,-126.139999
38.000000,37.243935,131.876901,6593.073326,76.112000,-1.887000,-125.330994
38.000000,37.243790,131.876751,6590.213693,76.165001,-1.911000,-124.358994
38.000000,37.243671,131.876625,6587.825585,76.209999,-1.932000,-123.548004
38.000000,37.243530,131.876469,6584.953759,76.265999,-1.957000,-122.574005
38.000000,37.243391,131.876310,6582.075228,76.323997,-1.984000,-121.598999
38.000000,37.243254,131.876149,6579.189686,76.382004,-2.012000,-120.621994
