Time,Latitude,Longitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
0.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869472,6096.028346,-0.000000,-0.001000,-90.001007
1.000000,37.240779,131.869279,6095.975921,0.425000,0.072000,-89.946991
1.000000,37.240779,131.869084,6095.831750,1.912000,0.816000,-89.799988
1.000000,37.240779,131.868850,6095.534875,5.033000,2.875000,-89.513000
1.000000,37.240779,131.868615,6095.152961,9.452000,5.460000,-89.063995
1.000000,37.240779,131.868380,6094.743919,14.923000,7.951000,-88.428986
2.000000,37.240780,131.868183,6094.417783,20.052999,9.753000,-87.764008
2.000000,37.240780,131.867945,6094.077322,26.589001,11.537000,-86.813995
2.000000,37.240781,131.867708,6093.817937,33.188999,12.947000,-85.708008
2.000000,37.240783,131.867470,6093.654869,39.480999,14.029000,-84.466003
2.000000,37.240786,131.867270,6093.597566,44.266998,14.707000,-83.345001
2.000000,37.240790,131.867031,6093.624694,49.299000,15.281000,-81.917999
2.000000,37.240794,131.866832,6093.728326,52.785000,15.590000,-80.686005
2.000000,37.240800,131.866632,6093.909682,55.516998,15.770000,-79.437012
2.000000,37.240809,131.866393,6094.231246,57.756001,15.831000,-77.928986
2.000000,37.240819,131.866154,6094.663757,58.988998,15.754000,-76.431000
3.000000,37.240830,131.865954,6095.104802,59.452000,15.616000,-75.208008
3.000000,37.240846,131.865675,6095.838151,59.629002,15.374000,-73.569000
3.000000,37.240861,131.865476,6096.442570,59.664001,15.215000,-72.471008
3.000000,37.240879,131.865236,6097.254557,59.816002,15.086000,-71.253998
3.000000,37.240898,131.865038,6098.004670,60.118999,15.058000,-70.329010
3.000000,37.240920,131.864800,6098.996794,60.639000,15.098000,-69.302002
3.000000,37.240947,131.864563,6100.091635,61.202999,15.168000,-68.322998
3.000000,37.240974,131.864326,6101.290414,61.737000,15.247000,-67.368988
3.000000,37.241005,131.864090,6102.592214,62.208000,15.328000,-66.427002
3.000000,37.241039,131.863855,6103.995818,62.608002,15.409000,-65.490997
4.000000,37.241075,131.863621,6105.499702,62.946999,15.492000,-64.557007
4.000000,37.241114,131.863387,6107.102035,63.237999,15.577000,-63.622986
4.000000,37.241155,131.863155,6108.801905,63.499001,15.666000,-62.691010
4.000000,37.241200,131.862924,6110.597482,63.743999,15.759000,-61.757996
4.000000,37.241239,131.862732,6112.166287,63.943001,15.841000,-60.980988
4.000000,37.241288,131.862503,6114.134990,64.182999,15.942000,-60.046997
4.000000,37.241339,131.862275,6116.196048,64.424004,16.048000,-59.113007
4.000000,37.241395,131.862049,6118.348546,64.667999,16.158001,-58.175995
4.000000,37.241452,131.861824,6120.591569,64.912003,16.271999,-57.238007
4.000000,37.241511,131.861600,6122.924203,65.153000,16.389000,-56.296997
5.000000,37.241563,131.861415,6124.934664,65.375999,16.487000,-55.510010
5.000000,37.241628,131.861194,6127.405678,66.253998,16.579000,-54.549988
5.000000,37.241683,131.861010,6129.501787,67.545998,16.636999,-53.746002
5.000000,37.241740,131.860827,6131.637826,69.059998,16.676001,-52.950012
5.000000,37.241798,131.860647,6133.815926,70.515999,16.693001,-52.161011
5.000000,37.241871,131.860430,6136.487498,71.902000,16.684999,-51.213013
5.000000,37.241934,131.860251,6138.759478,72.649002,16.656000,-50.414001
5.000000,37.242012,131.860038,6141.537120,73.061996,16.601999,-49.441010
5.000000,37.242079,131.859863,6143.891090,73.091003,16.549999,-48.619995
5.000000,37.242161,131.859653,6146.759258,72.891998,16.490000,-47.627014
6.000000,37.242233,131.859480,6149.183638,72.647003,16.448000,-46.799011
6.000000,37.242306,131.859309,6151.638802,72.416000,16.416000,-45.972992
6.000000,37.242395,131.859104,6154.624013,72.234001,16.393999,-44.989014
6.000000,37.242471,131.858936,6157.144709,72.194000,16.388000,-44.175995
6.000000,37.242549,131.858769,6159.694970,72.258003,16.389999,-43.367004
6.000000,37.242662,131.858537,6163.315690,72.492996,16.403999,-42.242004
6.000000,37.242744,131.858374,6165.937579,72.727997,16.417999,-41.440002
6.000000,37.242845,131.858180,6169.122739,73.038002,16.437000,-40.477997
6.000000,37.242949,131.857989,6172.349352,73.339996,16.455000,-39.514008
6.000000,37.243054,131.857800,6175.616808,73.605003,16.472000,-38.544006
